owner,repo_name,owner_type,fork,homepage,size,stars_cnt,language,forks_count,topics,created_at
meta-prompting,meta-prompting,Organization,False,https://arxiv.org/abs/2311.11482,6313.0,155.0,Python,17.0,"['ai-systems', 'foundation-models', 'large-language-models', 'llm', 'meta-prompting', 'prompting', 'reasoning']",2023-11-19T02:13:24Z
embeddings-benchmark,mteb,Organization,False,https://arxiv.org/abs/2502.13595,35793.0,2426.0,Python,377.0,"['benchmark', 'bitext-mining', 'clustering', 'information-retrieval', 'mteb', 'multilingual-nlp', 'neural-search', 'reranking', 'retrieval', 'sbert', 'semantic-search', 'sentence-transformers', 'sgpt', 'sts', 'text-classification', 'text-embedding']",2022-04-05T08:25:47Z
HBioquant,DiffBindFR,User,False,,14469.0,104.0,Python,14.0,[],2023-11-20T10:42:14Z
datvodinh,rag-chatbot,User,False,,9126.0,514.0,Python,75.0,"['chatbot', 'chatbot-ui', 'chatbots', 'gradio', 'llama-index', 'llama3', 'llm', 'mistral', 'ollama', 'question-answering', 'rag']",2024-03-16T14:05:28Z
1Panel-dev,MaxKB,Organization,False,https://maxkb.pro/,48506.0,15736.0,Python,2058.0,"['chatbot', 'deepseek-r1', 'knowledgebase', 'langchain', 'llama3', 'llm', 'maxkb', 'mcp-server', 'ollama', 'pgvector', 'qwen2', 'rag']",2023-09-14T02:05:12Z
embodied-generalist,embodied-generalist,Organization,False,https://embodied-generalist.github.io,72868.0,430.0,Python,39.0,[],2023-11-10T10:13:46Z
TerryPei,EfficientVMamba,User,False,,1947.0,205.0,Python,6.0,[],2024-03-14T06:50:25Z
yay-robot,yay_robot,User,False,https://yay-robot.github.io/,89287.0,138.0,Python,7.0,[],2024-03-16T00:04:30Z
carlosferrazza,humanoid-bench,User,False,,100156.0,538.0,Python,70.0,[],2024-03-18T21:46:47Z
wenhui0206,NeuroGPT,User,False,,946.0,162.0,Python,29.0,[],2024-02-28T19:09:55Z
raghavc,LLM-RLHF-Tuning-with-PPO-and-DPO,User,False,,23370.0,149.0,Python,14.0,[],2024-03-18T18:48:26Z
ashawkey,InTeX,User,False,https://me.kiui.moe/intex/,2831.0,215.0,Python,8.0,"['interactive', 'text-to-texture']",2023-08-18T02:31:24Z
prs-eth,thera,Organization,False,https://therasr.github.io,1326.0,756.0,Python,51.0,[],2023-12-28T11:27:48Z
SkyworkAI,Vitron,Organization,False,https://vitron-llm.github.io/,699721.0,525.0,Python,30.0,"['mllm', 'multimodal-large-language-models', 'segmentation']",2024-03-18T04:26:51Z
zqhang,AnomalyCLIP,User,False,,38407.0,377.0,Python,45.0,[],2023-10-19T04:59:58Z
icandle,CAMixerSR,User,False,https://arxiv.org/abs/2402.19289,71284.0,280.0,Python,17.0,[],2024-02-28T03:58:46Z
HyperGAI,HPT,Organization,False,https://www.hypergai.com/,2595.0,315.0,Python,22.0,"['generative-ai', 'multimodal', 'vision-and-language']",2024-03-19T01:31:08Z
Lab-of-AI-and-Robotics,GS_ICP_SLAM,Organization,False,,37218.0,411.0,C++,47.0,[],2024-03-06T10:23:58Z
alessiodm,drl-zh,User,False,,14706.0,2055.0,Jupyter Notebook,78.0,"['deep-learning', 'deep-reinforcement-learning', 'machine-learning', 'reinforcement-learning']",2024-01-10T18:59:31Z
SalesforceAIResearch,uni2ts,Organization,False,,7457.0,1104.0,Jupyter Notebook,132.0,"['deep-learning', 'forecasting', 'machine-learning', 'pre-trained-models', 'pre-training', 'representation-learning', 'time-series', 'time-series-forecasting', 'transformers', 'universal-forecasting']",2024-02-07T14:43:54Z
hunto,LocalMamba,User,False,,2838.0,244.0,Python,13.0,[],2024-03-14T02:40:29Z
mhamilton723,FeatUp,User,False,,39976.0,1492.0,Jupyter Notebook,85.0,[],2024-02-22T19:43:56Z
HXMap,MapQR,Organization,False,https://arxiv.org/abs/2402.17430,8205.0,189.0,Python,12.0,"['autonomous-driving', 'bev', 'deep-learning', 'detr', 'eccv2024', 'hd-map-construction', 'online-hdmap-construction', 'self-driving-car', 'vectorized-hdmap']",2024-02-27T11:15:56Z
fudan-zvg,PVG,Organization,False,https://fudan-zvg.github.io/PVG/,139758.0,305.0,Python,11.0,[],2023-11-29T14:30:55Z
albumentations-team,albumentations,Organization,False,https://albumentations.ai,104622.0,14831.0,Python,1681.0,"['augmentation', 'deep-learning', 'detection', 'fast-augmentations', 'image-augmentation', 'image-classification', 'image-processing', 'image-segmentation', 'machine-learning', 'object-detection', 'python', 'segmentation']",2018-06-06T03:10:50Z
OceannTwT,ra-isf,User,False,https://aclanthology.org/2024.findings-acl.281.pdf,3780.0,189.0,Python,8.0,[],2024-03-06T04:29:52Z
Atik-Ahamed,TimeMachine,User,False,https://arxiv.org/abs/2403.09898,236.0,178.0,Python,24.0,['time-series-forecasting'],2024-03-19T00:24:37Z
USC-GVL,Agent-Driver,Organization,False,https://usc-gvl.github.io/Agent-Driver/,472451.0,256.0,Python,13.0,"['agent', 'autonomous-driving', 'llm']",2023-11-17T18:46:00Z
withmartian,routerbench,Organization,False,,50.0,116.0,Python,21.0,[],2024-03-18T17:16:31Z
kongzhecn,OMG,User,False,https://kongzhecn.github.io/omg-project/,34261.0,687.0,Python,44.0,"['image-customization', 'image-generation']",2024-02-06T08:24:40Z
TY-Cheng,torchvinecopulib,User,False,https://ty-cheng.github.io/torchvinecopulib/,12899.0,118.0,Python,21.0,"['copula', 'multivariate', 'statistics', 'vine-copula']",2024-03-06T11:00:28Z
iscyy,yoloair,User,False,,13148.0,269.0,Python,27.0,[],2024-03-18T13:59:43Z
pointrix-project,msplat,Organization,False,,8205.0,195.0,Cuda,13.0,[],2024-03-03T14:13:36Z
vEduardovich,dodari,User,False,https://moonlit.himion.com/dodari,2024.0,202.0,Python,27.0,"['ai', 'tanslation']",2024-03-18T10:48:04Z
jxbbb,ADAPT,User,False,,55450.0,396.0,Python,20.0,[],2022-08-08T03:47:10Z
davidkim205,nox,User,False,,182.0,183.0,Python,23.0,[],2024-03-16T11:19:41Z
GAP-LAB-CUHK-SZ,gaustudio,Organization,False,,13970.0,1478.0,Jupyter Notebook,87.0,"['3d-reconstruction', '3dgs', 'gaussian-splatting', 'multi-view-reconstruction', 'nerf', 'pytorch', 'surface-reconstruction']",2023-12-16T16:28:54Z
htyjers,StrDiffusion,User,False,,19704.0,101.0,Python,13.0,[],2024-03-09T14:08:58Z
ghimiresunil,LLM-PowerHouse-A-Curated-Guide-for-Large-Language-Models-with-Custom-Training-and-Inferencing,User,False,,7409.0,674.0,Jupyter Notebook,118.0,"['bert', 'huggingface', 'large-language-models', 'llm-inference', 'llm-training', 'llm-tutorials', 'open-source', 'open-source-llm', 'transformers']",2023-05-28T15:06:23Z
Cccccczh404,H-SAM,User,False,,1854.0,112.0,Python,5.0,[],2024-03-17T12:57:30Z
xfactlab,orpo,Organization,False,,1956.0,448.0,Python,43.0,[],2024-03-11T12:31:38Z
2DIPW,dub_genius,User,False,,49886.0,154.0,Python,24.0,[],2024-03-15T07:20:18Z
FinancialComputingUCL,LOBFrame,Organization,False,,117.0,153.0,Python,32.0,"['deep-learning', 'econophysics', 'financial-markets', 'high-frequency-data', 'limit-order-book', 'market-microstructure', 'research-paper']",2024-03-02T14:43:44Z
NovaSearch-Team,RAG-Retrieval,Organization,False,,2975.0,802.0,Python,66.0,"['ai', 'llm', 'nlp', 'rag', 'retrieval-augmented-generation']",2024-03-16T18:19:04Z
datawhalechina,llm-cookbook,Organization,False,https://datawhalechina.github.io/llm-cookbook/,231299.0,18931.0,Jupyter Notebook,2284.0,[],2023-04-28T16:03:37Z
nzolman,sindy-rl,User,False,,16131.0,113.0,Python,14.0,"['control', 'data-driven-dynamics', 'discovery', 'dynamics', 'ml', 'rl', 'sindy', 'sparse-identification-of-nonlinear-dynamics']",2022-10-16T17:55:15Z
CUHK-AIM-Group,Endora,Organization,False,https://en-do-ra.github.io/,183110.0,131.0,Python,6.0,"['medical-gen-ai', 'video-generation']",2024-03-10T12:14:15Z
philz1337x,clarity-upscaler,User,False,https://ClarityAI.co,32232.0,4282.0,Python,444.0,"['ai', 'ai-art', 'image-upscale', 'image-upscaler', 'image-upscaling', 'image2image', 'img2img', 'stable-diffusion', 'stable-diffusion-webui', 'upscale', 'upscaler', 'upscalerimage']",2024-03-15T15:21:40Z
facebookresearch,deit,Organization,False,,5827.0,4178.0,Python,567.0,[],2020-12-23T17:44:43Z
yoheinakajima,mindgraph,User,False,,197.0,897.0,Python,109.0,[],2024-03-16T06:09:37Z
streamlit,example-app-langchain-rag,Organization,False,,732.0,115.0,Python,57.0,[],2024-03-01T22:26:37Z
Haiyang-W,GiT,User,False,https://arxiv.org/abs/2403.09394,13125.0,346.0,Python,15.0,"['foundation-models', 'perception', 'transformer', 'unified', 'vision-and-language', 'vision-transformer']",2024-03-07T19:24:17Z
CVCUDA,CV-CUDA,Organization,False,https://cvcuda.github.io,25370.0,2490.0,C++,228.0,"['bytedance', 'cloud', 'computer-vision', 'cpp', 'cuda', 'cv-cuda', 'gpu', 'image-processing', 'machine-learning', 'nvidia', 'python']",2022-08-23T03:30:37Z
OpenGVLab,video-mamba-suite,Organization,False,,119079.0,263.0,Python,28.0,[],2024-03-11T14:29:59Z
ironjr,semantic-draw,User,False,https://jaerinlee.com/research/semantic-draw,317472.0,559.0,Jupyter Notebook,49.0,"['cvpr2025', 'diffusion-models', 'drawing', 'huggingface-spaces', 'image-generation', 'stable-diffusion', 'stablediffusion3', 'streaming', 'text-to-image']",2024-02-15T08:08:49Z
vita-epfl,UniTraj,Organization,False,,21593.0,341.0,Python,38.0,"['cross-dataset-evaluation', 'domain-generalization', 'framework', 'generalizability', 'multi-dataset-training', 'trajectory-prediction']",2024-02-05T14:39:53Z
Lightning-AI,litgpt,Organization,False,https://lightning.ai,5637.0,11999.0,Python,1216.0,"['ai', 'artificial-intelligence', 'deep-learning', 'large-language-models', 'llm', 'llm-inference', 'llms']",2023-05-04T17:46:11Z
THUNLP-MT,StableToolBench,Organization,False,https://zhichengg.github.io/stb.github.io/,1480.0,142.0,Python,16.0,"['llm', 'tool-learning']",2024-02-29T13:37:50Z
j96w,DexCap,User,False,,51718.0,285.0,Python,30.0,[],2024-03-09T17:12:34Z
AIoT-MLSys-Lab,SVD-LLM,Organization,False,https://arxiv.org/abs/2403.07378,1084.0,199.0,Python,21.0,"['efficient-models', 'generative-ai', 'large-language-models', 'model-compression']",2024-03-13T00:40:33Z
facebookresearch,brainmagick,Organization,False,,690.0,433.0,Python,67.0,[],2023-06-19T13:27:30Z
facebookresearch,BLINK,Organization,False,,690.0,1188.0,Python,232.0,[],2019-09-25T21:27:44Z
run-llama,llama-hub,Organization,False,https://llamahub.ai/,29689.0,3476.0,Jupyter Notebook,732.0,[],2023-02-01T05:25:29Z
luodhhh,ModernTCN,User,False,,2114.0,286.0,Python,35.0,[],2024-03-09T06:40:58Z
Koldim2001,YOLO-Patch-Based-Inference,User,False,,371998.0,416.0,Python,24.0,"['computer-vision', 'detection', 'fastsam', 'inference', 'non-maximum-suppression', 'patch-based', 'patch-based-inference', 'patch-inference', 'patchify', 'pip-package', 'pypi-package', 'rtdetr', 'sahi', 'slicing-inference', 'small-object-detection', 'yolo', 'yolo11', 'yolov8', 'yolov8-seg', 'yolov9']",2024-03-04T18:33:55Z
droid-dataset,droid_policy_learning,User,False,,46760.0,179.0,Python,14.0,[],2024-03-14T16:45:18Z
pgvector,pgvector-python,Organization,False,,400.0,1179.0,Python,77.0,[],2021-06-12T13:48:05Z
yandexdataschool,Practical_RL,Organization,False,,49206.0,6117.0,Jupyter Notebook,1740.0,"['course-materials', 'deep-learning', 'deep-reinforcement-learning', 'git-course', 'hacktoberfest', 'keras', 'mooc', 'pytorch', 'pytorch-tutorials', 'reinforcement-learning', 'tensorflow']",2017-01-23T16:18:00Z
Infini-AI-Lab,MagicDec,Organization,False,,65355.0,115.0,Python,9.0,[],2024-08-05T18:01:28Z
qiboteam,qibo,Organization,False,https://qibo.science,93433.0,307.0,Python,61.0,"['gpu', 'quantum', 'quantum-algorithms', 'quantum-annealing', 'quantum-circuit', 'quantum-computing']",2020-02-18T08:21:10Z
foivospar,Arc2Face,User,False,https://arc2face.github.io/,29768.0,680.0,Python,47.0,"['face', 'face-generation', 'id-embedding', 'personalization', 'stable-diffusion', 'subject-driven-generation']",2024-03-14T12:42:46Z
facebookresearch,detr,Organization,False,,13185.0,14246.0,Python,2553.0,[],2020-05-26T23:54:52Z
dssg,aequitas,Organization,False,http://www.datasciencepublicpolicy.org/aequitas/,1025114.0,714.0,Python,120.0,"['bias', 'fairness', 'fairness-testing', 'machine-bias']",2018-02-13T19:40:30Z
zh460045050,V2L-Tokenizer,User,False,,4644.0,130.0,Python,8.0,[],2024-03-01T09:03:04Z
NISPLab,AT-BSL,User,False,,27.0,159.0,Python,94.0,[],2024-03-14T08:08:39Z
Stability-AI,stable-fast-3d,Organization,False,https://stable-fast-3d.github.io,24886.0,1434.0,Python,166.0,[],2024-07-17T10:09:07Z
EternalEvan,FlowIE,User,False,,4062.0,106.0,Python,1.0,[],2024-03-13T16:43:48Z
924973292,EDITOR,User,False,,11080.0,100.0,Python,6.0,"['cvpr2024', 'frequency-analysis', 'msvr310', 'multi-modal', 'multi-modal-learning', 'person-reid', 'reid', 'rgbnt100', 'rgbnt201', 'token-selection', 'vehicle-reidentification']",2024-03-14T05:32:39Z
jingyaogong,minimind,User,False,https://jingyaogong.github.io/minimind,26423.0,19585.0,Python,2248.0,"['artificial-intelligence', 'large-language-model']",2024-07-27T04:34:12Z
neurallambda,neurallambda,Organization,False,,4990.0,252.0,Python,12.0,"['agi', 'machine-learning', 'neural-symbolic', 'neural-symbolic-reasoning', 'reasoning', 'rnn']",2024-03-09T01:18:59Z
marduk191,ComfyUI-Fluxpromptenhancer,User,False,,31.0,100.0,Python,12.0,[],2024-08-28T06:27:22Z
cnulab,RealNet,User,False,,10226.0,325.0,Python,24.0,[],2024-03-09T00:09:54Z
mrdbourke,simple-local-rag,User,False,,27413.0,697.0,Jupyter Notebook,210.0,[],2024-03-13T04:52:13Z
ylsdamxssjxxdd,eva,User,False,,142033.0,163.0,C,18.0,[],2024-02-25T07:05:19Z
NIRVANALAN,LN3Diff,User,False,https://nirvanalan.github.io/projects/ln3diff/,34965.0,208.0,Python,12.0,"['3d-generation', '3d-reconstruction', 'aigc', 'diffusion-models', 'eccv']",2024-03-18T07:53:35Z
openai,transformer-debugger,Organization,False,,1023.0,4076.0,Python,244.0,[],2024-03-11T23:06:25Z
dagthomas,comfyui_dagthomas,User,False,,12990.0,239.0,Python,23.0,[],2023-08-19T19:52:21Z
andyrdt,refusal_direction,User,False,https://arxiv.org/abs/2406.11717,34178.0,208.0,Python,46.0,[],2024-06-12T09:25:20Z
pkunlp-icler,FastV,Organization,False,,130612.0,414.0,Python,15.0,[],2024-03-11T14:24:50Z
metavoiceio,metavoice-src,Organization,False,https://themetavoice.xyz/,20613.0,4095.0,Python,684.0,"['ai', 'deep-learning', 'pytorch', 'speech', 'speech-synthesis', 'text-to-speech', 'tts', 'voice-clone', 'zero-shot-tts']",2024-02-06T17:04:29Z
scikit-hep,awkward,Organization,False,https://awkward-array.org,27447.0,875.0,Python,90.0,"['apache-arrow', 'cern-root', 'columnar-format', 'data-analysis', 'jagged-array', 'json', 'numba', 'numpy', 'pandas', 'python', 'ragged-array', 'rdataframe', 'scikit-hep']",2019-08-14T19:32:12Z
open-compass,DevEval,Organization,False,,87092.0,102.0,Python,8.0,[],2024-03-13T02:25:36Z
showlab,DragAnything,Organization,False,,186597.0,488.0,Python,18.0,[],2024-03-05T17:57:38Z
guosyjlu,DS-Agent,User,False,,1274.0,175.0,Python,23.0,[],2024-02-27T11:49:51Z
heheyas,V3D,User,False,https://heheyas.github.io/V3D/,37256.0,479.0,Python,19.0,[],2024-03-10T15:34:22Z
wyhuai,SkillMimic,User,False,,354129.0,273.0,Python,17.0,[],2024-08-01T14:08:07Z
xorbitsai,inference,Organization,False,https://inference.readthedocs.io,46720.0,7576.0,Python,641.0,"['artificial-intelligence', 'chatglm', 'deployment', 'flan-t5', 'gemma', 'ggml', 'glm4', 'inference', 'llama', 'llama3', 'llamacpp', 'llm', 'machine-learning', 'mistral', 'openai-api', 'pytorch', 'qwen', 'vllm', 'whisper', 'wizardlm']",2023-06-14T07:05:04Z
OpenGVLab,VideoMamba,Organization,False,https://arxiv.org/abs/2403.06977,2286.0,938.0,Python,73.0,[],2024-03-11T18:02:09Z
dongyangli-del,EEG_Image_decode,User,False,,2728169.0,122.0,Jupyter Notebook,32.0,[],2023-12-20T07:47:29Z
allwefantasy,auto-coder,User,False,https://auto-coder.chat,118609.0,970.0,HTML,116.0,[],2024-03-13T06:07:03Z
UX-Decoder,DINOv,Organization,False,,9041.0,461.0,Python,19.0,[],2023-11-22T16:30:12Z
Meize0729,RSBuilding,User,False,,2386.0,128.0,Python,3.0,[],2024-03-13T03:48:46Z
JianYang-Lab,gsMap,Organization,False,https://yanglab.westlake.edu.cn/gsmap/home,25854.0,125.0,Python,10.0,"['gwas', 'spatial-transcriptomics']",2023-12-13T05:49:22Z
jnjaby,KEEP,User,False,,12017.0,345.0,Python,16.0,[],2024-08-09T06:26:22Z
bboylyg,BackdoorLLM,User,False,,207728.0,134.0,Python,8.0,"['backdoor', 'llms', 'llms-benchmarking']",2024-08-21T08:39:47Z
MikeBirdTech,ai-toolkit,User,False,,92.0,157.0,Python,21.0,"['ai', 'ai-toolkit', 'ai-tools', 'automation', 'obsidian']",2024-07-29T13:03:51Z
NVIDIA,cudnn-frontend,Organization,False,,36889.0,546.0,C++,113.0,[],2021-01-22T16:16:29Z
apple,ml-slowfast-llava,Organization,False,,384.0,215.0,Python,13.0,"['multimodal-large-language-models', 'video-question-answering']",2024-08-26T20:42:48Z
yvann-ba,ComfyUI_Yvann-Nodes,User,False,https://youtube.com/@yvann_ba,43803.0,405.0,Python,14.0,"['audioreactive', 'comfyui', 'generative-ai']",2024-08-26T20:52:14Z
Altaflux,agent-mimir,User,False,,41159.0,108.0,TypeScript,10.0,"['ai', 'chatgpt', 'typescript']",2023-04-28T00:59:01Z
opengear-project,GEAR,Organization,False,,115691.0,159.0,Python,16.0,[],2023-11-01T02:36:24Z
lucidrains,transfusion-pytorch,User,False,,36229.0,1061.0,Python,47.0,"['artificial-intelligence', 'attention', 'deep-learning', 'flow-matching', 'multi-modal', 'transformers']",2024-08-23T16:53:51Z
TencentARC,BrushNet,Organization,False,https://tencentarc.github.io/BrushNet/,38807.0,1561.0,Python,129.0,"['diffusion', 'diffusion-models', 'eccv', 'eccv2024', 'image-inpainting', 'text-to-image']",2024-03-10T08:44:03Z
Stable-X,StableDelight,User,False,,66.0,354.0,Python,12.0,[],2024-08-26T00:27:57Z
NousResearch,Hermes-Function-Calling,Organization,False,,159.0,854.0,Jupyter Notebook,107.0,[],2024-02-24T09:00:28Z
cmu-sei,GHOSTS,Organization,False,,165200.0,561.0,C#,75.0,"['behavior', 'cyber', 'cybersecurity', 'cybertraining', 'exercise', 'human', 'network-simulation', 'network-simulations', 'network-simulator', 'simulation', 'simulation-modeling', 'training', 'user-simulator']",2018-09-24T21:00:59Z
AammarTufail,six-months_python_for_data_science-mentorship-program,User,False,,274339.0,190.0,Jupyter Notebook,127.0,[],2023-10-12T17:20:28Z
p2pfl,p2pfl,Organization,False,https://p2pfl.com,49579.0,100.0,Python,26.0,"['decentralized', 'decentralized-federated-learning', 'deep-learning', 'federated-learning', 'gossip-protocol', 'machine-learning', 'open-source', 'p2p-network', 'p2pfl', 'python', 'pytorch', 'pytorch-lightning']",2022-03-14T15:19:16Z
kuzudb,kuzu,Organization,False,https://kuzudb.com/,240162.0,2212.0,C++,143.0,"['cypher', 'database', 'embeddable', 'embedded', 'graph', 'graph-database', 'graphdb', 'neo4j', 'nosql', 'olap', 'wasm']",2020-09-26T07:43:06Z
deepseek-ai,DeepSeek-VL,Organization,False,https://huggingface.co/spaces/deepseek-ai/DeepSeek-VL-7B,12746.0,3788.0,Python,563.0,"['foundation-models', 'vision-language-model', 'vision-language-pretraining']",2024-03-07T08:32:57Z
SalesforceAIResearch,xLAM,Organization,False,,37792.0,406.0,Python,33.0,"['agents', 'llm-agent', 'llms', 'xlam']",2024-02-27T09:34:15Z
GengzeZhou,NavGPT-2,User,False,,4348.0,161.0,Python,10.0,[],2024-07-05T04:51:15Z
wjh892521292,LKM-UNet,User,False,https://arxiv.org/abs/2403.07332,898.0,107.0,Python,7.0,[],2024-03-12T04:45:32Z
XLabs-AI,deforum-x-flux,Organization,False,,90989.0,220.0,Jupyter Notebook,16.0,"['animation', 'dark-forest', 'deforum-art', 'deforum-stable-diffusion', 'flux-dev', 'genai', 'stable-diffusion']",2024-08-16T21:30:03Z
instructlab,instructlab,Organization,False,https://instructlab.ai,16067.0,1248.0,Python,417.0,[],2024-02-21T22:59:01Z
carriex,recomp,User,False,,4466.0,126.0,Python,8.0,[],2023-10-04T23:58:16Z
tylerprogramming,31-day-challenge-ai,User,False,,80359.0,103.0,Python,45.0,[],2024-03-06T14:12:58Z
IRMVLab,Point-Mamba,Organization,False,,9971.0,113.0,Python,12.0,[],2024-03-11T04:20:43Z
shawntan,scattermoe,User,False,,130.0,210.0,Python,17.0,[],2024-03-10T17:16:38Z
Meituan-AutoML,VisionLLaMA,Organization,False,,27802.0,386.0,Python,10.0,[],2024-03-01T09:57:19Z
lizhe00,AnimatableGaussians,User,False,https://animatable-gaussians.github.io/,2541.0,991.0,Python,64.0,"['3d-gaussian-splatting', '3d-human', '3d-reconstruction', 'animatable-avatar']",2023-11-25T02:35:39Z
gongminmin,KlayGE,User,False,http://www.klayge.org,67006.0,2134.0,C++,350.0,"['cross-platform', 'd3d11', 'd3d12', 'engine', 'engine3d', 'game-engine', 'graphics', 'openal', 'opengl', 'opengles', 'python']",2015-03-21T04:34:57Z
btsmart,splatt3r,User,False,,22032.0,671.0,Python,26.0,[],2024-08-24T22:08:16Z
anhnh2002,XTTSv2-Finetuning-for-New-Languages,User,False,,2122.0,129.0,Python,31.0,"['speech-synthesis', 'text-to-speech', 'voice-cloning', 'voice-synthesis']",2024-08-24T15:09:53Z
apache,iotdb,Organization,False,https://iotdb.apache.org/,312860.0,5749.0,Java,1040.0,"['big-data', 'database', 'iot', 'java', 'nosql', 'timeseries', 'tsdb']",2018-11-24T21:29:17Z
BatuhanYilmaz26,Auto-Subtitled-Video-Generator,User,False,https://huggingface.co/spaces/BatuhanYilmaz/Auto-Subtitled-Video-Generator,128048.0,118.0,Python,33.0,"['automatic-speech-recognition', 'ffmpeg', 'machine-learning', 'openai', 'openai-whisper', 'python', 'streamlit', 'whisper']",2022-10-12T15:00:50Z
ComfyWorkflows,ComfyUI-Launcher,Organization,False,,14726.0,738.0,TypeScript,77.0,[],2024-02-19T23:13:07Z
OpenDriveLab,ELM,Organization,False,,5618.0,189.0,Python,15.0,"['autonomous-driving', 'end-to-end-driving', 'vision-language-model']",2024-02-22T21:50:05Z
lxa9867,ControlVAR,User,False,,1515.0,102.0,Python,3.0,"['autoregressive', 'conditional-generation', 'control', 'diffusion-models', 'geneartive-models', 'image-generation', 'vision-transformer']",2024-07-26T06:00:19Z
recodehive,machine-learning-repos,Organization,False,https://machine-learning-repos.vercel.app/,3356298.0,244.0,Jupyter Notebook,318.0,['hacktoberfest'],2024-05-26T16:04:28Z
adithya-s-k,AI-Engineering.academy,User,False,https://aiengineering.academy,100337.0,964.0,Jupyter Notebook,106.0,"['fine-tuning', 'finetuning', 'finetuning-llms', 'inference', 'large-language-models', 'llm', 'python', 'quantization']",2023-10-05T07:04:25Z
stanfordnlp,dspy,Organization,False,https://dspy.ai,165661.0,23627.0,Python,1821.0,[],2023-01-09T21:01:51Z
sinaptik-ai,pandas-ai,Organization,False,https://getpanda.ai,57010.0,19598.0,Python,1860.0,"['ai', 'csv', 'data', 'data-analysis', 'data-science', 'data-visualization', 'database', 'datalake', 'gpt-4', 'llm', 'pandas', 'sql', 'text-to-sql']",2023-04-22T12:58:01Z
kornia,kornia-rs,Organization,False,https://docs.rs/kornia,1201.0,321.0,Rust,64.0,[],2022-03-05T16:55:17Z
mark-lord,MLX-text-completion-notebook,User,False,,2100.0,117.0,Jupyter Notebook,9.0,[],2024-03-09T13:07:59Z
raznem,parsera,User,False,https://docs.parsera.org,1967.0,1069.0,Python,64.0,"['ai', 'ai-scraping', 'data-extraction', 'llm', 'opensource', 'playwright', 'python', 'scraping', 'webscraping']",2024-08-12T13:04:33Z
jshuadvd,LongRoPE,User,False,https://arxiv.org/pdf/2402.13753.pdf,575.0,135.0,Python,14.0,"['ai', 'artificial-intelligence', 'attention-is-all-you-need', 'attention-mechanisms', 'deep-learning', 'gpt', 'language-model', 'llm', 'machine-learning', 'natural', 'natural-language-inference', 'natural-language-processing', 'natural-language-procressing', 'natural-language-understanding', 'nlp', 'tokenization', 'tokenizers', 'transformer-architecture', 'transformers']",2024-03-06T06:30:54Z
nix-community,dream2nix,Organization,False,https://dream2nix.dev,27224.0,1107.0,Nix,139.0,"['2nix', 'dream-to-nix', 'hacktoberfest', 'lang2nix', 'nix', 'nix-community-buildbot', 'nixos', 'nodejs', 'package-management', 'reproducibility', 'rust']",2021-09-03T15:30:51Z
octree-nn,octfusion,Organization,False,,7018.0,192.0,Python,10.0,[],2024-08-23T01:49:54Z
linkedin,Liger-Kernel,Organization,False,https://arxiv.org/pdf/2410.10989,16484.0,4893.0,Python,309.0,"['finetuning', 'gemma2', 'llama', 'llama3', 'llm-training', 'llms', 'mistral', 'phi3', 'triton', 'triton-kernels']",2024-08-06T17:47:52Z
fletcherjiang,LLMEPET,User,False,,9832.0,125.0,Python,11.0,"['pytorch', 'video-grounding']",2024-07-16T03:54:40Z
Ablustrund,LoRAMoE,User,False,,8845.0,323.0,Python,24.0,[],2024-03-08T12:50:39Z
facebookresearch,sapiens,Organization,False,https://about.meta.com/realitylabs/codecavatars/sapiens/,293538.0,4969.0,Python,292.0,[],2024-08-13T17:50:46Z
splunk,DECEIVE,Organization,False,,653.0,236.0,Python,34.0,[],2024-08-15T14:55:00Z
dendenxu,diff-gaussian-rasterization,User,False,,435.0,111.0,Cuda,5.0,"['3dgs', '4dgs', 'nerf', 'rasterization']",2024-01-09T02:48:55Z
zju3dv,4K4D,Organization,False,https://zju3dv.github.io/4k4d/,5804.0,1674.0,Python,71.0,[],2023-10-17T04:48:46Z
zju3dv,EasyVolcap,Organization,False,,5279.0,1098.0,Python,65.0,[],2023-12-07T08:53:42Z
clinicalml,co-llm,Organization,False,https://arxiv.org/abs/2403.03870,7886.0,112.0,Python,8.0,[],2024-03-04T18:55:18Z
allenai,WildBench,Organization,False,https://huggingface.co/spaces/allenai/WildBench,469507.0,221.0,Python,41.0,[],2024-03-06T23:54:27Z
mikonvergence,ControlNetInpaint,User,False,,15408.0,357.0,Jupyter Notebook,31.0,[],2023-03-13T16:27:13Z
OpenGVLab,OmniCorpus,Organization,False,https://arxiv.org/abs/2406.08418,5737.0,338.0,Python,7.0,[],2024-06-12T15:38:08Z
3DAgentWorld,Toolkit-for-Prompt-Compression,Organization,False,,126146.0,252.0,Python,8.0,[],2024-03-08T03:16:34Z
TrickyGo,Pano2Room,User,False,,16841.0,104.0,Python,7.0,[],2024-08-06T05:40:03Z
EvolvingLMMs-Lab,lmms-eval,Organization,False,https://lmms-lab.framer.ai/,7663.0,2369.0,Python,259.0,"['agi', 'evaluation', 'large-language-models', 'multimodal']",2024-03-07T12:09:25Z
MrBlankness,LightM-UNet,User,False,https://arxiv.org/abs/2403.05246,1499.0,366.0,Python,29.0,[],2024-03-08T03:52:51Z
